x,y
-1.8716156292665955,6.637750814968598
3.7456919878453,3.0151517436248163
2.698778637070125,-2.5540978140292894
4.776005629468464,1.246586881291507
4.142153438257729,2.349238085387493
4.569118296413512,3.566110664787574
-1.8723559784975319,8.488015640893076
-1.6172027590269125,1.4009475726102618
4.059021570922415,0.6794494575370729
-0.86565047593713,7.311833463373047
1.7588886920861744,-3.7793840216734895
4.408312113345922,1.4515818563486382
-2.415997286722859,6.9792765295474695
-1.3645065581921858,7.902088962496942
-1.536312895291841,6.897102361473593
4.377826425631273,2.0279519558918837
4.000172766853461,3.0435891228487453
-2.105435523792377,6.999670048142893
-0.5364659776449061,-0.44403170614872933
-1.3191115582307364,1.4417287690262175
5.153513578937133,2.230568213450036
-0.17841777725828512,1.50781743864945
-1.2031215584642547,-0.9823729457324439
5.283978505545083,1.7800174367864834
3.844050591100981,-3.2735584260628956
2.070855973716678,-1.787659364712541
2.165357232440912,-2.8949008343764926
4.81626524158405,1.5926283571205584
-2.2847202086347096,-0.136539013163678
2.8796451728059966,-2.755706403919235
2.225246184571534,-3.567671138763234
-2.5142168826691864,0.3560731697552195
-1.1755322574407236,-0.41609373710754205
5.335687919301597,1.2730759269909435
-2.029520822507513,1.4811730107947176
4.232926681677293,1.6027774823064105
-1.9495978682829462,7.351346936509688
4.872391967257759,2.134257524195731
-1.2456717877975088,7.430495996177527
2.546248237668527,-2.9478211837276946
-2.122223657092409,0.13166534538594582
2.2353917155897216,-2.9888879080949056
-2.1362639824387513,0.6689912794963543
-1.7567642755913084,1.4347007407517363
-2.555980034327088,0.6520865266591651
-2.872171152797507,8.140648652122124
-1.230954345935814,1.1026425335205308
1.1410117663113548,-2.499871427020045
4.593183672267793,1.2225404098189596
3.366853788352384,-2.118047190117976
1.830879868809505,-2.5793708333754566
4.346254788477378,3.2809454703876124
4.970610420197733,2.2318721756471773
4.975906172714477,2.1910039827785814
1.7740576412104958,-3.5661559239117766
-1.2958023710595175,8.818792244213624
-2.4223509787550115,1.1483270058390633
-2.2914861880541477,0.3454860348765892
2.706921766586597,-2.448444600164642
-0.29251758641238634,1.0670025238224192
-0.07175477908807304,1.3344786472768184
-2.9198404403524796,8.982473803086846
2.153420315388897,-2.8540044703557723
4.793331311505957,2.227693682386894
1.6653069089291723,-2.899932770475119
2.2537761267651906,-4.09292511725751
2.290152324972166,-3.985440957955787
4.689122176081474,2.2890505901270712
5.088918078504421,2.1487285467156325
1.7911737633576674,-2.2531699332047883
5.0849971785218395,1.5998053807447326
1.7597704774956862,-4.1725166312509625
-0.9377717391453098,7.559898930027969
-2.0610483539860254,0.29644739077101506
2.236838109575111,-2.623694151523599
5.371390574983839,2.44274877662499
-0.9828355496911899,0.2878197109443246
2.8822020019875483,-2.2561286338160746
4.3180190823155415,2.346140422390959
2.006654804870923,-3.339874435994316
4.317243482680169,2.7997389228130003
-2.9665812403351355,-0.6883995198909885
-2.214559872398619,7.1986326093630595
-1.3185045308165415,0.7376320642176533
-1.776961260309449,-0.2389356633950348
-2.132368443377358,7.119135892054851
-1.657335498483528,7.463672881800077
1.795385498374816,-3.4146634556016884
3.860441217095265,0.9887989258603433
-1.4014917864684824,-0.06749524254562544
3.6148233825898153,-2.331421626641404
-1.3057738487390338,8.016972951366915
-2.6480177181673636,7.093591675400045
-1.6683487696645198,1.6379127419940707
-0.9736073838335759,0.450395585114991
-2.6792155137760516,7.694634079896586
2.9946649402033767,-2.936765495397436
-2.2665917179959414,-0.46383027807451893
4.48735640326325,1.9431942077386106
2.0934418171986278,-3.9189131533546435
3.9491775350260903,2.4355774630594653
4.278558923204686,1.6186177421069385
-2.1466942059080183,7.242190889155572
-1.6377176657390107,8.74318597777135
4.736225312614318,2.6233441320838535
4.825679589959521,1.829935291241803
2.1280460233088223,-2.358175630185857
-2.1262771967705607,7.373614626471983
4.708615290036951,2.3260978491042392
-2.8689926413145432,6.419420282978483
3.822648551804712,1.8194460687172582
1.5952780020249269,-3.4783680407268496
-1.0697778034395187,0.18315106487488753
5.774465413375987,1.3168618345413747
2.05342894056625,-1.928138278248349
2.3530047691246305,-3.440366299919667
1.604975613329044,-2.5452913434035755
2.2859235780225724,-3.2685517952503664
3.9211494352478793,1.888349241933036
2.920551849903776,-2.1704986817560648
-1.8328954773091775,8.209839680766141
2.458974376138869,-3.56210884621878
-0.619672753181052,0.03934391289943884
-3.027496988159235,7.54713798174017
3.2388612373243673,-2.5645032813073714
-2.4702741045705636,8.131931757582308
-2.5603905038531405,7.624934180263696
-2.3842940544983784,8.65147057998087
-2.130941993918957,7.956836478785571
-2.312830584050246,7.169273490495794
2.107006596703414,-3.2598968440098126
-2.2177945301136983,7.31885793929264
-2.1575184138472148,7.683801359058629
5.582902049238589,0.9992093872550407
2.589091896738786,-2.8446824463655105
-2.352006013920137,0.1460131993438955
-2.336646191805385,1.2056867095964265
2.1223813777876877,-3.079478508406936
-1.5802516713256056,7.125452328333069
2.1837991958435583,-3.416891135928612
3.5709622873539058,-3.095198659793684
2.9147198115305004,-3.900469764679852
-1.3483360768070238,7.732944944621844
-0.669852175389871,-0.18673737778932298
-2.0352939553000895,7.548228039733997
2.635298478889411,-2.9780270611523956
-0.7853139009276473,7.749546060367047
-2.1474663202286726,8.102925958239982
-3.0260925034398523,7.60464876523626
-2.075959523981436,0.4959229754515231
-3.493353236025114,8.742194110645672
5.209869047692782,3.105203414228491
4.482888558619912,3.0327349210129335
-1.9228135892012648,7.9694662822383044
2.0275197852835953,-2.1295094420814054
3.881840568595674,2.37894868117879
1.9150949070990242,-1.5531063492167012
4.803158206106305,2.098138402598091
-1.2784995792301526,2.023006437120239
-1.7971914189426368,0.7023832782027998
-1.4473110161735685,-0.03068299814941189
1.9405819819797745,-2.9046568974670404
-1.7941141125939646,0.7241548607336039
5.534398901028399,1.308865353832312
3.3504763027465536,-2.0368136967294066
-2.1473090848120227,7.563977515572861
-0.9798982169269865,0.2093267926242433
-2.168390486677061,7.921902397208584
-1.7001265255941145,8.742477966232794
-1.5193544136055002,8.112255757456932
1.8841541941911153,-3.8453588872926674
4.617929507026464,2.461081264979107
5.756311161861697,2.9862771917272806
4.619363924346848,1.0453033896128394
2.228326376461216,-2.258191469218501
-0.921763022125356,-0.3072636092027109
-1.9724920556585308,8.788341408013506
-0.19489423877657175,0.2747106393274235
-2.2318754388100137,1.7647102859512334
-1.3304007084871108,0.3572143158520492
5.9821091050238095,1.3419891636469798
-2.8131338986386623,9.047631941679523
-2.483257031734425,1.2322784182258713
2.0967610325343315,-3.403346027975301
4.450038795062027,2.566275951536001
-1.8883624958002878,1.1095439559080527
-2.22784821567229,8.255545386260993
-2.0516936541086417,8.83181395103607
2.7332529071239966,-3.918153638447246
2.2787302089897694,-3.2456237217480117
-2.889570334171455,8.948972958385973
4.319461838840136,2.6625245560470083
4.671495638986099,2.2467797738045547
-2.012505506306836,0.26907357854476277
-1.9175424023813807,7.5370794757834485
-1.5133881576156658,1.5615755754225074
-2.0556257480372087,0.6887046694937926
2.5224390601413584,-3.2092019970238512
